2017-12-26 17:26,https://newyork.craigslist.org/que/egr/d/construction-office-project/6438545030.html,Construction Office/Project Coordinator,TBD,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
Growing construction company seeks individual to coordinate project paperwork for projects for New York City agencies. ,
Responsibilities include:,
Read and understand plans,
Prepare submittal/samples packages for projects,
Request proposals from subcontractors,
Request quotes from suppliers,
Prepare and arrange contract documents with subs,
Input information into PIP and VENDEX ,
Prepare payment requisitions and coordinate all corresponding paperwork ,
Answer phone and take messages for others as needed,
    "
2017-12-23 12:51,https://newyork.craigslist.org/que/egr/d/mechanical-engineer-wanted/6435985453.html,Mechanical Engineer Wanted,To be determined depending on experience.,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
We are a mechanical company located in Long Island City seeking a Mechanical Engineer with field experience in HVAC.,
Must have knowledge of Auto CAD for 3D shop drawings and submittals.,
The majority of our work is in NYC(Manhattan).,
,
,
EMAIL RESUMES TO: spyros@trcph.com,
    "
2017-12-23 22:16,https://newyork.craigslist.org/mnh/egr/d/architectural-partnership/6436449519.html,Architectural Partnership,TBD upon experience,full-time,"https://images.craigslist.org/00j0j_309yC3dyRk5_600x450.jpg,https://images.craigslist.org/00L0L_2ceZs5IhBzk_600x450.jpg,https://images.craigslist.org/00505_3migAz3CpoW_600x450.jpg,https://images.craigslist.org/00l0l_6eP0rjPJLQR_600x450.jpg,https://images.craigslist.org/00l0l_6eP0rjPJLQR_600x450.jpg,https://images.craigslist.org/00B0B_hreMaWzhoiG_600x450.jpg,https://images.craigslist.org/00m0m_g73DovrCYR7_600x450.jpg","
        ,
            ,QR Code Link to This Post,
            ,
        ,
Seeking an architect that wants to partner in a new practice with me in NYC. ,
I have a firm in upstate NY and I am looking to expand into the city. ,
I need someone that is willing to learn our business, has a good personality, can work independently, is ambitious, and growth orientated. If you're an architect with hospitality or a multifamily back round that's a plus but not a requirement.  ,
Startup tasks include everything from finding a niche office space in the city to marketing the firm, meeting clients, etc.  ,
If you are looking for an internship or regular employment - this is probably not for you. ,
If you want a long-term growth opportunity - please send your resume.,
Please also included a brief cover letter of why this would be beneficial to both of us. ,
We are looking to fill this position by February 2018 / No experience in running a firm is required,
    "
2017-12-27 10:20,https://newyork.craigslist.org/brx/egr/d/metal-and-glass-co-seeks/6439140874.html,Metal and Glass Co. Seeks Project Manager for Glass/Metal/Storefronts,Salary is Negotiable and Dependent on Experience,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
High End Custom Metal and Glass Co. Seeks a Full-time Project Manager with Experience in Facades/Storefronts/Curtain Walls/Glass/Metal.  Shop and Offices are located in the Bronx and most of the job-sites are in the Manhattan/Tri-State Area. We are a full operating shop from fabrication/delivery to installation.  Most of our jobs if not all of them are custom designed/fabricated and installed per our client's requests.,
,
We are looking for a Project Manager who is motivated, organized, attention to details, prior experience and looking to grow within a company to succeed.  Candidate should have construction experience with facades/storefronts/curtain walls/glass and metal and understand all the aspects of installation and trouble shoot issues on the job sites that may arise. We are looking for someone who has managed projects from soup to nuts-start to finish.  Candidate should have experience managing field guys and as well as have knowledge of budgets/schedule/etc.,
,
Please send over resume and or email to set up an interview.,
,
We offer benefits such as (paid sick time/vacation time/paid holidays).,
,
Qualifications:,
Project Management/Construction Experience with Minimum of 3years,
Must be able to read plans/drawings,
Bilingual is a Plus (English/Spanish),
Able to communicate clearly and effectively,
Able to send and read emails    "
2017-12-27 10:32,https://newyork.craigslist.org/mnh/egr/d/junior-architect/6439155922.html,junior architect,Competive salary based on experience,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
Growing NYC firm specializing in building envelope restoration is seeking junior architect with 1 to 5 years of experience with architecture degree for full time, long term position. Proficiency in Auto Cad is a requirement. Opportunities for growth are available.    "
2017-12-26 15:57,https://newyork.craigslist.org/mnh/egr/d/architect/6438435058.html,Architect,Competitive salary and benefit package.,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
Registered architect / senior project manager with 7+ years experience with excellent organizational and strong managerial skills needed for Chelsea architecture firm with prestigious client roster.  Candidate must be able to oversee multiple projects from design through construction and punch list, be highly detail-oriented with the ability to do oral presentations and write meeting minutes. Friendly team environment.  Healthcare and academic experience preferred.  Must be currently authorized to work in the U.S.    "
2017-12-26 22:23,https://newyork.craigslist.org/wch/egr/d/cad-cam-operator/6438809361.html,CAD CAM Operator,will discuss in person,full-time,"https://images.craigslist.org/00e0e_iaeKECJQRmD_600x450.jpg,https://images.craigslist.org/01111_k3MEejyL8ra_600x450.jpg","
        ,
            ,QR Code Link to This Post,
            ,
        ,
Capital stairs & rails  is looking for a full time Professional CAD Operator that knows the Wood Industry to design Wood Stairs and other wood products and can quickly learn the CAM Industry for machining on the CNC    "
2017-12-27 12:12,https://newyork.craigslist.org/mnh/egr/d/hi-end-display-production-co/6439302374.html,Hi-End Display & Production Co. Seeks vinyl Associate for print shop,TBD,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
Hi-End Display & Production Company Seeks vinyl Associate for print shop to join our creative team.,
Our company is looking for candidates who take direction well, are able to work independently as well as part of a team, problem solve, and work under the supervision of the Prepress Manager.,
,
Responsibilities include:,
- Vinyl applications and installation,
- preflight customer files,
- prepress files for production,
- prepare proofs,
- operate RIPs (Onyx, ,
- operate large format printing & cut vinyl machines,
- maintain large format printing equipment,
- create layout, typesetting, graphic design,
- convert images to vector art,
- retouching & color correction,
-able to laminate and mount ,
-straight stitch sewing,
,
Ideal candidate:,
- 3+ years experience in printing industry,
- expertise in Illustrator, Indesign, Photoshop and Acrobat,
- knowledge of CMYK, RGB, and Spot colors,
- AutoCaD & Rhino are a huge plus,
- understanding of digital, and large format printing,
- excellent eye for color,
- maintains a positive working attitude,
- strong written & verbal communication skills,
- is detail-oriented and organized,
- finds solutions when confronted with problems ,
- excels at multi-tasking,
- enjoys fast-paced environment,
- works well under pressure,
- is self-motivated,
- is a team player,
,
Must have a flexible schedule as hours may vary. Some late night and weekend work may be required. This is not a 9 to 5 job. ,
,
Qualified applicants please respond with a copy of your resume. Otherwise you will not be considered for a position. Please be prepared to provide Professional References at the interview.,
,
This is a full-time position. ,
•	Principals only. Recruiters, please don't contact this job poster.,
    "
2017-12-27 12:30,https://newyork.craigslist.org/mnh/egr/d/architect/6439329655.html,Architect,Compensation based upon experience. Feel free to include salary requirement.,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
Full time positions available with NYC based Architecture and Interior Design firm specializing in a variety of traditional high-end residential projects.  ,
,
Seeking project architect and/or architectural draftsman with a minimum of 2 years of experience in a traditional residential architectural office.  We are looking for people with a strong interest in the details and craft of fine residential architecture.  Must be highly organized, strong construction document skills, project management experienced, detail oriented, AutoCAD experienced, and self motivated.   ,
,
Please email resume to admin@jsw-arch.com,
    "
2017-12-26 09:16,https://newyork.craigslist.org/mnh/egr/d/project-environmental-engineer/6437897549.html,Project/Environmental Engineer,Commensurate with experience,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
Location: New York, NY,
,
Duties: Be responsible for project management, environmental site assessments, remedial investigation, design and implementation; Oversee remedial action and monitor construction related projects; Prepare site-specific deliverables including safety plans and environmental closure documents; Conduct project data management and assist with project planning and contracting; Sample soil, groundwater and air, collect field data and perform field tests; Prepare construction cost estimates, project submittals and change orders; Oversee construction related projects, and coordinate field activities with clients and regulators; Perform inspection and QA related to the engineering and construction; Prepare technical reports, work plans and construction documents.,
,
Educational Requirements: Master of Science in Environmental Engineering or a related field.,
,
Other Requirements: Minimum 1 year experience working on environmental compliance projects in New York City area. Must be familiar with NYC Environmental Quality Review, DEC, DEP & DOT's environmental regulations and regulatory programs. Proficient in blueprint reading, MATLAB, PIMS (Project Information Management System), AutoCAD, MS Project & Primavera.,
,
Apply to: Recruitment @ entech-pc.com    "
2017-12-27 13:22,https://newyork.craigslist.org/mnh/egr/d/mid-level-designer/6439409738.html,Mid Level Designer,Submit salary requirements,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
Smart Space LLC. is an office interior firm located in Manhattan.,
,
We are seeking a full-time Interior, spatial designer position who is willing to grow with the company. We design and layout office interiors (furniture, architectural glass walls, and millwork) for large and small businesses in the New York Metro area.,
,
A key responsibility of this position is to support the workflow within the team and ensure that assignments are carried out on time and complete.,
,
Other responsibilities include:,
·         Estimating,
·         Customer interaction,
·         Managing projects,
·         Spatial designing,
,
Requirements: ,
·         Minimum 1 year of interior design or equivalent,
·         Excellent business communication and email skills,
·         Fluent English,
·         Proficiency in AutoCAD,
·         Must be self-sufficient with high organizational skills, strong work ethics, and attention to detail,
·         Ability to strive in a fast-paced environment.,
·         Excellent computer skills in Microsoft Office suite with emphasis on Excel and Outlook. Illustrator, Photoshop and 3D Max Rendering is a plus, but not required.,
·         Must be able to read construction plans,
·         Bachelor's degree ,
 ,
Hours: 9am to 6pm Monday -- Friday    "
2017-12-27 15:58,https://newyork.craigslist.org/que/egr/d/project-manager/6439640838.html,Project Manager,TBD,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
Project Manager (Queens, NY),
,
Industrial Painting Contractor located in Queens, NY is looking for Civil or Environmental Engineering candidates to fill a position as a Project Manager.  Task entails, but not limited to, project estimating, oversight of project activities, preparation of project documentation, preparation and submission of cost analysis, ensuring all work complies with company safety and quality standards, ensure project budgets are maintained and effectively communicate with clients. This is a mid-level position and the candidate should have five (5) years' experience. We specialize in publicly funded infrastructure projects and we currently operate in six states. This is an excellent opportunity to start and grow with a specialty subcontractor.,
Candidates are required to have minimum 5+ years' experience.  ,
,
Qualities Needed: ,
The ideal candidate will need to be self motivated, energetic and professional. Also needed is the ability to work as part of a team.  ,
,
Requirements:,
•	BS or BE in Civil or Environmental Engineering is preferred,
•	NACE Certification a plus,
•	Excellent verbal and writing communication skills,
•	5+ years experience,
,
Benefits:,
•	401K,
•	Health Plan,
•	Growth Opportunity,
•	Salary:  Negotiable/Based on Experience,
,
Qualified candidates should email their resume. No phone calls or faxes.,
,
    "
2017-12-28 10:25,https://newyork.craigslist.org/que/egr/d/intermediate-and-senior/6440378343.html,Intermediate and Senior Architects needed,to be discussed,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
Award winning, Queens based Architectural Firm ,
seeks Intermediate and Senior Architects with,
Revit and Auto-Cad experience.,
Please forward Resumes for immediate review.,
    "
2017-12-28 17:34,https://newyork.craigslist.org/mnh/egr/d/furniture-specification/6440984997.html,Furniture Specification Designer- Client side Opportunity,"$60,000/ annual",full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
Owner's Representative firm is seeking an in-house furniture spec designer. A company started by entrepreneurs with a passion for disrupting the workplace industry, this rapidly growing office is looking for the next creative individual to work alongside their furniture PM team.,
,
Job Responsibilities:,
,
- Work with senior project manager to execute design, space planning and furniture specifications on corporate interior projects ,
- Upload and manage designs into online platform,
- Update catalog with project-specific products,
- Must have proven ability in presenting designs and ideas to clients ,
,
Required Skills and Experience:,
,
- 2-4+ years working with contract furniture dealership or interior design firm required,
- Proficient in AutoCAD 2016 and/or Revit 2016. Experience with 2020 CAP a plus.,
- Experience working with and specifying office furniture,
- Proven administrative skills with emphasis on attention to detail and follow up,
- Strong detail orientation and organization,
- High level of motivation and interpersonal communication skills,
- A creative outlook and an understanding of designed space,
- Excited to build a team and improve your design skills!,
,
    "
2017-12-27 16:19,https://newyork.craigslist.org/que/egr/d/solar-field-technician/6439670246.html,SOLAR FIELD TECHNICIAN,per diem,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
Centurion Solar Energy is a reputable solar installer contractor in the NY/NJ/CT tri-state area. We have focused over the years to construct solar projects for other solar companies becoming the Solar Installer of the Solar Installers. We have installed well over 3,000 solar systems and have developed a reputation of high quality craftmanship in the solar industry.  Centurion Solar is now looking for a Solar Field Technician to service residential solar systems.,
 ,
Job Functions,
• Troubleshoot PV systems, including but not limited to INVERTERS, MICRO INVERTERS, MONITORING DEVICES, REVENUE GRADE METERS, repair and complete warranty work using a variety tools including but not limited to; ladders, hand tools, multi-meter and laptop.,
Be able to climb ladders to roofs if necessary ,
• Complete paperwork at jobsite to document repairs, follow ups, RMA's and submit on a daily basis,
• Provide support in managing and tracking jobs with customers and providers. ,
Shipping and receiving warranty equipment ,
Traveling from home based or office to job sites,
 ,
Competencies,
Solar experience is a MUST!,
• Must have a valid driver's license. ,
• Ability to stay organized and maintain project records,
• Excellent time management,
• Ability to leave customers happy,
 ,
The candidate must have his own transportation and hand tools, pay is per event and work is guaranteed on a daily basis.,
 ,
Please send us your resume for our consideration.,
,
    "
2017-12-27 17:46,https://newyork.craigslist.org/mnh/egr/d/construction-estimator/6439781857.html,Construction Estimator,salary to be discossed at interview,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
High-End construction company in Manhattan is looking for a Construction Estimator with a minimum of 5 years experience. ,
,
 Requirements:,
 -Must have experience with take offs and quantities,
 -Must have knowledge of Microsoft Office and CAD,
 -Complete understanding of Architectural Drawings for General Construction, Electrical and MEP ,
 -Must be familiar with market prices and estimate labors hours,
 -Must have S.S. # and be able to work in the U.S.,
 -Residential and Commercial Estimate,
,
Please send CV with desired salary.    "
2017-12-27 18:14,https://newyork.craigslist.org/mnh/egr/d/architectural-designer-wanted/6439814981.html,ARCHITECTURAL DESIGNER WANTED,TBD,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
Small NYC office seeks architectural designer/draftsperson to assist with a wide range of projects from small scale renovations, to larger commercial projects. Applicant should be able to put together a complete set of drawings that meet the requirements of the NYC Dept. of Buildings. We are looking for a creative thinker who can work with consultants and other professionals to develop ideas and solutions, has a basic knowledge of building codes and zoning, and who is eager to learn and grow with the firm. 3-5 years' work experience working with architects in NYC.  AutoCAD proficiency required.  A BArch is required; MArch is preferable.,
Please send your Resume/Portfolio under 10MB. Thank you.,
    "
2017-12-28 08:20,https://newyork.craigslist.org/que/egr/d/autocad-drafter/6440256741.html,Autocad Drafter,Will discuss in person,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
Looking for autocad drafter for busy precast concrete company.,
Candidate must be proficient in autocad.,
Candidates must be self motivated and reliable.,
Responsibilities will include preparation of construction documents and shop drawings.,
    "
2018-01-02 21:35,https://newyork.craigslist.org/brk/egr/d/junior-level-of-interior/6445985050.html,Junior Level of Interior Design Assistant,negotiable.,full-time,"https://images.craigslist.org/00h0h_a71YC5LwGGX_600x450.jpg,https://images.craigslist.org/00R0R_iH7Ez5RWUuR_600x450.jpg,https://images.craigslist.org/00z0z_E46i3shyJL_600x450.jpg","
        ,
            ,QR Code Link to This Post,
            ,
        ,
We are brooklyn based interior design firm for hospitality project, and now seeking junior level of interior design assistant who can help our project designer with drafting plan & elevations, creating 3D rendering, selecting material, ordering sample, etc.,
Candidate must use Auto-Cad and Sketch-ups.    "
2017-12-28 17:08,https://newyork.craigslist.org/mnh/egr/d/assistant-for-site/6440953920.html,ASSISTANT FOR SITE MEASUREMENTS(that will produce hand drawn sketches),Average pay per project is $20-$35 an hour (this typically includes travel time),part-time,"https://images.craigslist.org/00909_5ylOyVZNNQ0_600x450.jpg,https://images.craigslist.org/00O0O_acNicqTXe3v_600x450.jpg,https://images.craigslist.org/00S0S_aa8pZpnODDa_600x450.jpg","
        ,
            ,QR Code Link to This Post,
            ,
        ,
$20-$35 an hour - Part-time - 10-20 hours a week,
,
We are floorplan company that provides accurate and detailed floorplans (based on site measurements) for real estate use/advertising. We seek to hire Part-Time assistant who will be responsible for taking measurements of existing conditions of apartments and houses in Manhattan and Brooklyn mostly. ,
NOTE: Assistant will ONLY be required to produce ACCURATE HAND DRAWN,
SKETCH in proportion on site (not actual AutoCAD drawing),
Assistant's sketches will be used to produce final/digital floorplans. ,
This position will allow you to explore the city, see some beautifully designed homes and meet interesting people.,
,
Responsibilities include the following:,
- Meeting company clients (real estate agents) at the property,
- Drafting detailed 2D hand drawn sketch of existing layout on site IN PROPORTION and in a timely manner,
- Submitting hand drawn sketches (with notes if any) over email,
- Must be available for questions and clarification if necessary after the sketches are submitted,
,
Sketch requirements:,
- Clear and precise measurements to produce AutoCAD drawings from(reminder: assistant is only required to produce hand drawn sketch),
- Overall room dimensions,
- Appliances with dimensions ,
- Wall widths,
- Windows/window sills depth,
- Staircase details,
- Door swings,
- Built-ins, if any (other furniture is usually not included unless requested prior appointment),
- Ceiling heights,
- Exposure of the property,
- Skylights,
- Outside areas and details (example: planters, levels, fountains, pools, AC units),
- Room labels must be included and should be discussed with the agent on site,
- Any other comments from agent should be noted and submitted with sketches,
,
,
Qualifications:,
- Experience measuring apartments and houses using a laser measurer. Must bring your own. No tape measures(!),
- Good knowledge of AutoCAD (in order to provide detailed sketches to produce digital floorplans from),
- Availability to take appointments/go to properties during regular work hours (9am-5pm),
- Strong work ethic and punctuality (ability to navigate subway in order to be at appointments on time),
- Self motivated with excellent organizational and communication skills,
,
,
Required experience:,
- Precise measurements of existing conditions of apartments and houses ,
- AutoCAD,
,
,
Required education:,
Bachelor's Degree in Architecture or Interior Design.,
,
Ideal candidate:,
Graduate student or starting architect with experience described ,
,
,
Please reply with a resume and examples of your work,
Please include a hand drawn sketch of an apartment or a house IN PROPORTION/SCALE with details mentioned above (see examples included),
RESPONSES MUST INCLUDE A RESUME, EXAMPLES OF YOUR WORK AND A HAND DRAWN SKETCH FOR CONSIDERATION.,
,
Pay is subject to an eventual increase upon review of efficiency.,
Pay varies depending on:,
- your speed measuring,
- travel time,
- size and complexity of property    "
2017-12-29 00:30,https://newyork.craigslist.org/que/egr/d/architectural-project-manager/6441290834.html,Architectural project manager / draftsperson- Flushing,By experience,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
Flushing Architectural firm has an immediate position for architectural drafter / project manager.  min. 2 year of experience or more preferred.  Responsible for preparing construction drawings for small residential and light commercial projects in New York city.  Please include resume with Salary requirements and date of availability.  Chinese/bilingual a plus.,
,
,
    "
2018-01-02 14:56,https://newyork.craigslist.org/mnh/egr/d/project-manager-mechanical/6445533034.html,Project Manager/Mechanical Engineers (2-10+ Years),Top dollar offered,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
For 50 years Ettinger Engineering Associates, a premier MEP/FP consulting engineering firm located in midtown Manhattan has been partnering with select developers, architects, institutions and municipal agencies to provide exceptional building design and application services for a variety of sectors for projects of  varying size and complexities.,
,
Currently we have openings for mechanical engineers who are experienced in project management, systems design, creating plans, schematics, equipment selection, load calculations, response to shop drawings/submittals/RFIs, systems narratives and specifications.,
,
These positions will provide an opportunity to work as a part of a multi-disciplined project team and interface with and take direction from high-level company management on a wide variety of tasks.,
Responsibilities will include roles as a Project Manager for a multi-disciplinary team and supervising team performance. Applicant must be able to manage multiple competing priorities successfully with little oversight.,
,
General Qualifications include:,
A B.S. in Engineering and 2-10+ years experience in MEP Mechanical/HVAC engineering field.,
Project Management and/or direct supervisory experience.,
Must be familiar with local building codes.,
Must be experienced with both AutoCad and Revit.,
Proficiency in MSOFFICE & Google Drive tools.,
Must be a strong communicator and have strong writing and interpersonal skills.,
Must be able to seek information when needed and be a self-starter.,
Well organized and energetic.,
Familiarity with design of all MEP trades and PMI and/or EIT and/or PE, and/or LEED AP a plus,
PMP a plus,
Must be willing to work overtime and meet project deadlines.,
,
Send resume labeled with your first and last name.,
Send minimum salary requirement,
,
Must be authorized to work in United States,
,
NO CALLS.,
,
Visit our new website at:,
,http://www.ettingerengineering.com/,
,
Read about our Company Culture at:,
,http://www.ettingerengineering.com/culture.php,
,
Equal Opportunity Employer,
,
,
    "
2018-01-02 16:38,https://newyork.craigslist.org/brk/egr/d/steel-detailer/6445677511.html,Steel Detailer,High Salary and benefits to the right person,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
Steel Detailer:,
,
Primary Function:,
The detailer prepares detailed plans, drawings and other documents for the manufacture and erection of steel members (columns, beams, braces, trusses, stairs, handrails, joists, metal decking, etc.) used in the construction of buildings, bridges, industrial plans.,
•	TEKLA Software Proficient Min 3 Yrs. ,
•	Must be able to review all connections with engineers,
•	Relate all RFI to correct personnel.,
•	Minimum 2 years' Experience in producing detailed CAD shop drawings,
•	Must have a good understanding of the AISC code of standard practice,
•	Produce take-offs and estimates,
•	Meet with clients, architects, engineers,
•	Site visits for field measurements and verification,
    "
2018-01-02 16:40,https://newyork.craigslist.org/wch/egr/d/engineering-administrator/6445680095.html,Engineering Administrator,based on relative experience,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
Construction Company seeking an Administrative Assistant for the Engineering Dept (Full -Time) ,
,
Engineering Administrator Requirements and Qualifications,
•	Associate's or bachelor's degree required,
•	2+ years proven experience as an assistant in a construction company or in similar role,
•	Proficiency in Microsoft (Excel,  Word, Outlook),
•	Extremely organized and focused,
•	Excellent communication skills both oral and written,
•	Project assistant,
•	Deadline driven and punctual ,
,
Job Duties and Responsibilities,
•	Assist Engineers with ALL Bids and Project Management,
•	Manage contracts , insurances, Purchase Orders using Timberline ( Sage 300 CRE),
•	Assist project manager in all administration functions and processes,
•	Prepare, organize, and distribute all necessary project materials,
•	Attend all project meetings and take notes,
•	Collaborate on project bidding ,
•	Analyze project data and produce progress reports,
•	Assist in contract buyouts ,
•	Answering Phones ,
•	Maintain the office condition and arrange necessary repairs,
•	Order office supplies,
,
,
Company Offers Medical, Vacation, and 401 K,
,
Please submit your resume for immediate consideration.,
    "
2018-01-03 07:27,https://newyork.craigslist.org/brk/egr/d/ny-pe-with-site-safety/6446203171.html,NY PE with site safety experience,"90,000 Yearly",full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
Small structural / construction engineering firm seeks a Professional Engineer Licensed in NY / heavy structural analysis & design background.  Undergrad as structural or construction management. Ideal candidate should be proficient in AutoCAD 2000 or greater and should have strong English skills. It would be a plus if you have experience in construction project management .Your daily activities would include project management,answering / making phone calls, performing site visits, CAD drafting of logistics plans / structural designs, design of temporary structures.Check capacities of each structural member such as slab, beams, or columns during lifting. Check capacities of rigging equipment. Work 8 hours, 7:30am to 4 pm (½ hr lunch) Monday through Friday. Office is located in East New York, Brooklyn NY.    "
2018-01-03 09:24,https://newyork.craigslist.org/mnh/egr/d/intermediate-architect-high/6446280031.html,Intermediate Architect - High End Residential,TBD,full-time,"https://images.craigslist.org/00a0a_6AeqHoy2gKY_600x450.jpg,https://images.craigslist.org/00H0H_BzC41FnGnJ_600x450.jpg,https://images.craigslist.org/00909_eCMMqtDyWpH_600x450.jpg","
        ,
            ,QR Code Link to This Post,
            ,
        ,
We are looking to hire a well organized and motivated intermediate architect with High End Residential experience working in New York City.,
,
We are a growing boutique practice located on the Upper West Side of Manhattan. ,
,
Our candidate is detail oriented and self-motivated. We are looking for someone with good personal and professional presentation skills and has the ability to multi-task and work on several projects at once.,
,
There is much room and opportunity for growth in this position which will be directly related to the candidate's desire to learn.,
,
5-8 years of experience please    "
2018-01-03 12:02,https://newyork.craigslist.org/mnh/egr/d/interior-architect-interior/6446483010.html,Interior Architect | Interior Designer,TBD,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
ODA-Architecture, P.C. is seeking an Interior Architect | Interior Designer with a minimum of 5 years' experience in all phases of interior architectural services.  At ODA, you will work with project teams to provide leadership in interpreting, organizing, and executing the interior design for various projects. This individual must possess a specialized knowledge of interior architecture and act as Project Interior Architect | Designer.,
,
The Interior Architect | Designer will be responsible for preparing design presentations including sketches and material boards, working drawings including construction details, millwork details and specifications. The Interior Architect | Designer must be able to manage the project during all phases of the work.  Experience with high-end, multi-family, residential, and hospitality interiors is essential.,
,
Requirements,
•	Bachelor of Arts degree in Interior Design or Interior Architecture.,
•	5-year minimum of related experience in design of interior projects, which must include Residential. ,
•	Candidate must understand the process of translating design concepts into building assemblies, must be able to space plan, provide furniture layouts, develop imagery, and prepare specifications,
•	Must possess strong technical skills and abilities,
•	Must be proficient in AutoCAD, Revit, and Photoshop,
•	3D Rendering skills a plus,
•	Must possess a vast knowledge of and affinity for materials, products and product resources for interior applications,
,
We offer a competitive salary and benefits package, as well as a creative work environment.,
,
Send resume, salary requirements, and portfolio via email to: ruth@oda‐architecture.com.,
,
ODA‐Architecture is an Equal Opportunity Employer,
    "
2018-01-03 10:53,https://newyork.craigslist.org/brk/egr/d/senior-construction-site/6446383099.html,Senior Construction Site Supervisor,Based on Experience,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
About Us:,
We are a private construction company specializing in demolition, in business for over 15 years. Though we are located near Marlboro, NJ, the majority of our work is in the NYC area. ,
,
About the Position:,
Our firm is seeking a Senior Site Supervisor to oversee all project activities, Project Managers, and ensure all projects run smoothly, on time, and on budget. The project load can vary between 5+ projects at a given time. As this is a lead position, superb supervisory skills are required. The ideal candidate must be able to exert that task while maintaining an assertive, yet approachable demeanor. ,
,
What is Required:,
-Experience: A minimum of 10 years' experience in construction, specializing in demolition of commercial/institutional/industrial properties. Experience within the NYC area is a must, as knowledge of the NYC DOB, NYC DOT, NYC DEP rules and regulations, as well as all other governing agencies that may supersede at particular job sites is required.,
,
-Licenses/Certifications: Valid Driver's License, minimum 30 hour OSHA.,
,
-Project References: Must be able to show a minimum of 5 completed projects worked on with a minimum of 2 million dollars each.,
,
-Work References: Must be verifiable as they will be checked.,
,
-General:,
   Must be able to read and understand drawings, notifying the Owner of potential discrepancies and change orders.,
   Must have a reliable vehicle.,
   Flexible hours are required as some jobs may run during second shift, at night and on/or the weekend.,
,
Please forward your salary requirements, resume and references for consideration.,
    "
2018-01-04 02:00,https://newyork.craigslist.org/mnh/egr/d/graphic-artist-cad-designer/6447320194.html,GRAPHIC ARTIST / CAD DESIGNER - Junior Fashion,Salary,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
• Team player with excellent eye for color and fashion print/graphic trends,
• Creates original prints in repeat and graphics,
• Creates new silhouettes for knits, sweaters and tops,
• Sets up colors and artworks for production,
• Expert in Adobe Illustrator and Photoshop,
• Experienced in Excel,
• Technical understanding of printing,
• Create CADs and use prints, graphics and color to assort,
• Knowledge of pantone color systems,
• Work efficiently and organized in a fast paced environment,
• Minimum of 2 years Graphic Design experience in Junior Apparel industry,
• Please provide examples of work via e-mail or add a web link to your online portfolio.,
,
    "
2018-01-03 16:51,https://newyork.craigslist.org/mnh/egr/d/senior-level-architect-5th/6446896858.html,SENIOR LEVEL ARCHITECT - 5TH AVENUE,OPEN,full-time,,"
        ,
            ,QR Code Link to This Post,
            ,
        ,
Senior Level Architect - FIFTH AVENUE - NYC,
If you are interested in a career opportunity in a firm that has a wide variety of interesting and exciting residential and mixed use projects, please submit a cover letter along with your resume to: info@mhgarch.com.   No calls please.,
Career Opportunity:,
The award winning office of MHG Architects, PC seeks Senior Level Architect to work on challenging affordable and luxury low, mid and high-rise residential projects.,
,
Requirements: ,
- Bachelors Degree in Architecture ,
- 5 years of experience in a supervisory capacity,
- U.S. experience in design, production and Cad,
- Proven capability to produce CD's using Cad on complex projects, under the direction of a principal.,
- Must be a team player,
,
Benefits:,
- Salary: Open,
- Medical Insurance, Holiday/Sick Time and 401-K Profit Sharing,
,
For a brief outline of the firm, please visit www.mhgarch.com.,
,
    "
